#Amusing_Name,redshift_amusing,def_name,SN_name,SN_type,pgc,hl_names(pgc),objtype,al1950,de1950,celposb(pgc),al2000,de2000,celposj(pgc),l2,b2,sgl,sgb,f_astrom,type,bar,ring,multiple,compactness,t,e_t,logd25,e_logd25,logr25,e_logr25,pa,brief,e_brief,ut,e_ut,bt,e_bt,vt,e_vt,it,e_it,kt,e_kt,ube,bve,vmaxg,e_vmaxg,vmaxs,e_vmaxs,vdis,e_vdis,mg2,e_mg2,m21,e_m21,mfir,vrad,e_vrad,vopt,e_vopt,v,e_v,ag,ai,incl,a21,logdc,btc,ubtc,bvtc,bri25,vrot,e_vrot,m21c,hic,vlg,vgsr,vvir,v3k,modz,e_modz,mod0,e_mod0,modbest,e_modbest,mabs,e_mabs,Pointings,RA_pointing,DEC_pointing,RA_SN,DEC_SN,Source,RA_DSS,DEC_DSS,offset_RA,offset_DEC
IC3476,0.000564,IC3476,SN1970A,II,41608,[RG2008]J188.17452+14.05044/VV563/VCC1450/UGC07695/SDSSJ123241.88+140301.5/PGC041608/MCG+02-32-125/IRAS12301+1419/IC3476/EVCC0844/CGCG070-157/ALFALFA1-341/AGC007695/2MASXJ12324174+1403058,G,12.5028902,14.3262766,B123010.4+141935,12.5449594,14.0505168,J123241.9+140302,283.5154921,76.2107667,101.4201417,-1.4363479,0,Sm,B,R,M,,9.5,1.3,1.224,0.038,0.151,0.029,27.64,,,14.564,0.087,13.306,0.074,12.836,0.074,12.474,0.408,11.036,0.165,,,50.61,1.21,,,,,,,16.042,0.106,,-171.0,2.7,-232.3,40.7,-171.3,3.4,0.155,0.28,51.2,0.03,1.232,12.87,,0.401,22.854,64.95,1.63,16.015,3.145,-266.6,-217.7,-58.8,152.2,,,30.321,0.201,30.321,0.201,-17.451,0.214,1.0,12:31:42,14:03:00,12:32:42,14:03:04,HK,12:32:41.85,14:03:01.86,2.19240000009,2.13952
NGC5917,0.006351,NGC5917,SN1990Q,II,54809,PGC054809/NGC5917/MCG-01-39-002/IRAS15188-0711/HIPASSJ1521-07/ARP254/2MASXJ15213256-0722376,G,15.3145296,-7.1982956,B151852.3-071154,15.3590645,-7.377059,J152132.6-072237,354.876313,39.8989114,136.0776244,32.3348436,0,Sb,,,M,,3.1,0.7,1.225,0.056,0.205,0.038,90.0,,,,,13.81,0.5,,,12.04,0.087,10.743,0.148,,,74.76,4.13,,,,,,,13.573,0.234,11.716,1930.0,6.3,1903.3,20.8,1927.8,6.7,0.418,0.304,53.88,0.03,1.256,13.073,,,23.331,92.55,5.2,13.545,0.472,1879.5,1923.3,2024.4,2101.7,32.341,0.536,,,32.341,0.536,-19.268,0.733,1.0,15:21:33,-7:22:40,15:21:33,-07:22:26,HK,15:21:32.63,-07:22:37.41,5.51699999988,11.4124
NGC6744,0.002805,NGC6744,SN2005at,Ic,62836,PGC062836/NGC6744/IRAS19050-6354/HIPASSJ1909-63A/ESOLV1040420/ESO104-042/AGC032316/2MASXJ19094609-6351271,G,19.0838096,-63.9381846,B190501.7-635617,19.1627919,-63.8574729,J190946.1-635127,332.2240282,-26.1462672,208.1012292,10.3824212,1,Sbc,B,R,,,4.0,0.2,2.195,0.017,0.206,0.034,15.4,22.487,0.324,,,9.135,0.151,,,7.63,0.1,6.007,0.158,0.24,0.86,143.04,1.95,148.66,28.28,101.01,6.92,,,9.932,0.156,9.361,839.7,3.3,890.0,6.0,851.4,15.2,0.186,0.333,53.51,0.03,2.204,8.611,,,23.474,177.92,2.58,9.904,1.294,716.4,758.5,665.2,811.5,30.067,1.632,29.805,0.097,29.805,0.097,-21.194,0.179,4.0,19:09:45/19:09:45/19:09:53/19:09:53,-63:50:39/-65:49:42/-63:50:12/-63:49:15,19:09:45,-63:51:22,HK,19:09:46.05,-63:51:026.9,-15.7626000001,4.90243999999
ESO184-G082,0.00867,ESO184-G082,SN1998bw,Ic-BL,63387,PGC063387/ESOLV1840820/ESO184-082/2MASXJ19350441-5250380,G,19.5192943,-52.9539386,B193109.5-525714,19.5845583,-52.8438889,J193504.4-525038,344.9960725,-27.7194951,212.9055954,20.9028684,0,SBbc,B,,,,4.1,2.6,0.915,0.045,0.07,0.024,149.84,22.562,0.309,,,15.18,0.2,,,13.91,0.077,12.849,0.129,,,,,,,,,,,,,,,,2548.0,60.0,2548.0,60.0,0.254,0.116,32.56,0.02,0.936,14.794,,,23.364,,,,,2472.0,2499.3,2406.5,2453.4,32.734,0.454,,,32.734,0.454,-17.94,0.496,1.0,19:35:05,-52:50:40,19:35:03,-52:50:46,HK,19:35:04.41,-52:50:038.0,-21.1482,-7.99996
MCG-01-57-021,0.009907,MCG-01-57-021,SN2012ho,IIP,69448,[RC2]A2237-02/PGC069448/MCG-01-57-021/AGC620162/6dFJ2240151-022527/2ZW183/2MIG3072/2MASXJ22401511-0225265,G,22.6278657,-2.6852923,B223740.3-024107,22.670867,-2.4240983,J224015.1-022527,65.4732284,-50.0620696,283.5254835,31.4710229,0,Sbc,B,,,,4.0,0.7,1.287,0.028,0.195,0.024,84.68,,,,,14.25,0.5,,,12.009,0.139,10.755,0.112,,,93.26,2.83,,,,,,,15.559,0.092,,2968.1,4.1,2980.6,28.9,2968.4,3.2,0.226,0.314,52.2,0.03,1.3,13.69,,,24.071,118.03,3.66,15.532,1.841,3164.7,3100.9,2983.7,2606.6,33.188,0.364,32.367,0.348,32.76,0.41,-19.069,0.647,2.0,22:40:13/22:40:17,-2:25:25/-2:25:25,22:40:17,-02:25:34,HK,22:40:15.12,-02:25:26.75,28.1820000001,-7.24612
NGC3278,0.009877,NGC3278,SN2009bb,Ic-BL,31068,PGC031068/NGC3278/MCG-07-22-021/IRAS10293-3941/ESOLV3170430/ESO317-043/6dFJ1031354-395717/2MASXJ10313538-3957166,G,10.4896838,-39.6971622,B102922.9-394150,10.5264975,-39.9546454,J103135.4-395717,275.8210858,15.4430633,155.0875792,-37.3090984,0,Sc,,,,,5.1,0.5,1.131,0.052,0.116,0.048,60.2,20.618,0.336,,,13.091,0.24,,,11.443,0.113,9.344,0.026,,,134.67,8.28,,,,,,,15.643,0.201,10.964,2993.9,6.1,2977.7,29.7,2993.2,4.8,0.427,0.199,40.98,0.02,1.166,12.448,,,22.263,205.36,13.19,15.621,3.173,2683.9,2773.5,2792.1,3299.1,33.036,0.389,,,33.036,0.389,-20.588,0.457,1.0,10:31:34,-39:57:28,10:31:34,-39:57:28,HK,10:31:35.39,-39:57:16.72,-20.8649999999,-11.27656
NGC4651,0.002628,NGC4651,SN2006my,II,42833,VV056/UGC07901/SDSSJ124342.64+162335.9/PGC042833/NGC4651/MCG+03-33-001/LGG289:[G93]096/KIG0549/IRAS12412+1640/IRAS12412+1639/HIPASSJ1243+16/EVCC1102/CGCG100-004/ARP189/AGC007901/2MASXJ12434262+1623362,G,12.6868203,16.6671138,B124112.6+164002,12.7285167,16.3935072,J124342.7+162337,293.0697252,79.1169768,99.9133563,1.7694048,0,Sc,,,M,,5.1,0.6,1.588,0.022,0.176,0.024,77.33,20.921,0.303,12.26,0.037,11.37,0.063,10.791,0.048,9.769,0.175,8.041,0.021,0.135,0.755,168.66,2.47,,,100.56,8.67,,,13.266,0.112,11.089,799.8,2.4,799.4,10.0,799.8,1.6,0.116,0.304,49.55,0.02,1.592,10.946,,0.505,22.711,221.64,3.41,13.244,2.298,722.2,767.0,929.3,1111.6,30.694,1.168,31.826,0.18,31.826,0.18,-20.88,0.19,4.0,12:43:40/12:43:40/12:43:44/12:43:44,16:23:11/16:24:08/16:23:11/16:24:08,12:43:41,16:23:14,HK,12:43:42.66,16:23:36.63,-24.9018000001,-22.62592
NGC4900,0.003201,NGC4900,SN1999br,IIP,44797,UGC08116/SDSSJ130039.25+023002.6/SDSSJ130039.11+023005.1/PGC044797/NIBLES1778/NGC4900/MCG+01-33-035/LGG315:[G93]009/IRAS12581+0246/IRAS12580+0246/HIPEQJ1300+02b/HIPASSJ1300+02B/EVCC1281/CGCG043-093/AGC008116/2MASXJ13003914+0230052,G,12.9683947,2.7701628,B125806.2+024613,13.0108874,2.5010616,J130039.2+023004,308.4415743,65.2741682,114.4229076,2.0325216,0,Sc,B,,M,,5.1,0.5,1.328,0.031,0.023,0.025,,21.445,0.261,13.576,0.068,11.894,0.092,11.364,0.092,11.375,0.426,8.677,0.068,-0.11,0.61,36.39,1.17,,,58.4,8.97,,,14.49,0.087,11.194,963.8,2.9,964.5,2.1,964.3,1.2,0.102,0.04,18.98,0.02,1.337,11.746,,0.495,22.231,111.87,4.57,14.469,2.723,836.8,897.0,1040.9,1288.6,30.951,1.042,,,30.951,1.042,-19.205,1.046,3.0,13:00:37/13:00:39/13:00:41,2:29:36/2:30:33/2:29:36,13:00:42,02:29:46,HK,13:00:39.19,02:30:03.82,42.0804000001,-17.82176
NGC5921,0.004937,NGC5921,SN2001X,IIP,54849,UGC09824/SDSSJ152156.48+050414.2/PGC054849/NGC5921/MCG+01-39-021/IRAS15194+0514/HIPASSJ1521+05/CGCG049-146/AGC009824/2MIG2093/2MASXJ15215656+0504139,G,15.3242616,5.2489215,B151927.3+051456,15.3656896,5.0706315,J152156.5+050414,8.125335,47.9385365,121.9034407,36.683946,0,Sbc,B,R,,,4.0,0.2,1.48,0.03,0.172,0.035,136.54,22.422,0.325,14.236,0.177,11.681,0.104,11.021,0.104,11.099,0.211,8.143,0.129,0.155,0.78,72.88,1.68,,,83.62,9.17,,,13.941,0.11,11.653,1479.9,2.5,1409.4,2.0,1437.0,24.4,0.173,0.278,49.45,0.02,1.489,11.221,-0.02,0.579,22.509,95.91,2.33,13.919,2.698,1439.5,1470.2,1593.8,1601.5,31.863,0.682,30.73,0.4,31.02,0.567,-19.799,0.576,1.0,15:21:54,05:04:00,15:21:55,05:03:42,HK,15:21:56.48,05:04:14.27,-22.2384,-32.2734
IC5201,0.003052,IC5201,SN1978G,II,68618,PGC068618/LOG464/IRAS22179-4617/IC5201/HIPASSJ2220-46/ESOLV2890180/ESO289-018/AGC035285/2MASXJ22205743-4602090,G,22.2983454,-46.2873401,B221754.0-461714,22.3492743,-46.0352517,J222057.4-460207,350.3188035,-54.8431195,240.2983581,12.7840766,0,Sc,B,,,,6.1,0.6,1.826,0.017,0.369,0.024,22.3,23.218,0.31,,,11.383,0.218,,,10.91,0.1,9.986,0.663,0.2,0.5,80.13,1.28,,,,,,,12.522,0.135,12.641,915.3,3.6,923.0,30.4,915.4,2.6,0.052,0.65,66.71,0.04,1.816,10.677,,,23.529,87.24,1.42,12.479,1.803,893.5,892.3,745.4,698.5,30.296,1.456,29.988,0.275,29.988,0.275,-19.312,0.351,4.0,22:20:49/22:20:54/22:20:58/22:21:00,-46:01:30/-46:00:33/-46:02:00/-46:01:03,22:20:57,-46:02:05,HK,22:20:57.39,-46:02:06.91,-5.81220000026,1.90612000002
NGC3512,0.00459,NGC3512,SN2001fv,II,33432,UGC06128/SDSSJ110402.94+280212.5/SDSSJ110402.94+280212.4/PGC033432/NIBLES1157/NGC3512/MCG+05-26-041/LGG227:[G93]006/IRAS11013+2818/CGCG155-051/AGC006128/2MASXJ11040298+2802125,G,11.0223165,28.3064846,B110120.3+281823,11.0674843,28.0367841,J110402.9+280212,204.4793174,66.2346891,80.6353661,-15.5602837,0,Sc,B,,M,,5.1,0.5,1.201,0.034,0.067,0.027,140.89,22.327,0.162,14.521,0.174,13.004,0.059,12.294,0.059,12.175,0.254,9.668,0.039,,0.78,89.92,2.04,,,,,,,15.407,0.124,12.535,1372.0,2.9,1371.6,2.2,1371.7,1.3,0.122,0.116,31.71,0.02,1.21,12.759,,0.661,22.618,171.1,4.41,15.386,2.627,1305.0,1336.1,1490.8,1674.9,31.697,0.728,,,31.697,0.728,-18.939,0.73,1.0,11:04:03,28:02:14,11:04:03,28:02:13,HK,11:04:02.94,28:02:12.42,0.847799999906,0.577240000017
NGC4451,0.002882,NGC4451,SN1985G,II,41050,[RG2008]J187.16894+09.25881/VCC1118/UGC07600/SDSSJ122840.54+091531.7/PGC041050/NGC4451/MCG+02-32-079/LGG292:[G93]121/IRAS12260+0932/EVCC0705/CGCG070-111/ARK368/AGC007600/2MASXJ12284055+0915321,G,12.4355837,9.5353108,B122608.1+093207,12.477928,9.2589166,J122840.5+091532,285.1220457,71.3392811,105.7350108,-3.7495713,0,Sb,,,,,2.5,2.6,1.131,0.08,0.199,0.047,166.41,20.681,0.389,14.524,0.031,13.316,0.031,12.506,0.031,12.259,0.109,9.996,0.042,-0.07,0.61,93.63,2.4,,,,,,,16.246,0.163,12.377,860.0,3.4,860.0,32.3,860.0,2.4,0.082,0.271,53.59,0.03,1.131,12.957,,0.749,22.399,116.34,3.13,16.218,3.261,740.5,795.7,948.3,1195.1,30.783,1.144,32.078,0.221,32.078,0.221,-19.121,0.223,1.0,12:28:41,09:15:30,12:28:41,09:15:30,HK,12:28:40.54,09:15:032.1,6.8879999999,-2.09976
NGC4806,0.008032,NGC4806,SN2011fh,Iin,44116,PGC044116/NGC4806/MCG-05-31-003/IRAS12535-2914/ESOLV4430120/ESO443-012/2MASXJ12561239-2930106,G,12.8915875,-29.2324348,B125329.7-291357,12.936775,-29.5029444,J125612.4-293011,304.1741245,33.357342,145.0901087,-7.4109582,0,Sc,B,R,,,4.9,0.7,1.131,0.035,0.072,0.024,51.6,21.313,0.307,,,13.45,0.2,,,12.081,0.147,10.399,0.116,,,54.73,3.03,,,,,,,15.292,0.245,12.441,2408.5,6.1,2390.0,1.1,2390.6,2.4,0.374,0.124,32.9,0.02,1.163,12.939,,,22.706,100.75,5.83,15.27,2.332,2153.2,2238.3,2309.5,2699.4,32.623,0.47,,,32.623,0.47,-19.685,0.511,1.0,12:56:14,-29:29:55,12:56:14,-29:29:55,HK,12:56:12.39,-29:30:010.6,24.15,15.59984
NGC3120,0.00931,NGC3120,SN2010F,II,29278,PGC029278/NGC3120/MCG-06-22-017/LGG184:[G93]005/IRAS10031-3358/HIPASSJ1005-34/ESOLV3740290/ESO374-029/AGC026839/6dFJ1005230-341312/2MASXJ10052305-3413118,G,10.0531114,-33.9763136,B100311.2-335835,10.0897396,-34.2200151,J100523.1-341312,267.9365409,17.1349785,149.0453278,-43.5579969,0,SABb,B,,,,4.2,0.6,1.225,0.037,0.158,0.029,7.49,21.845,0.217,13.642,0.036,13.512,0.036,12.772,0.036,11.616,0.029,9.716,0.047,0.16,0.815,105.0,1.71,,,,,,,14.728,0.088,12.654,2790.7,4.3,2670.0,40.0,2789.3,9.5,0.472,0.259,47.53,0.02,1.263,12.763,0.014,0.584,23.087,142.35,2.47,14.706,1.944,2482.8,2569.5,2594.2,3105.5,32.874,0.418,31.666,0.357,32.175,0.604,-19.412,0.605,2.0,10:05:23/10:05:23,-34:13:41/-34:12:44,10:05:21,-34:13:21,HK,10:05:23.06,-34:13:12.05,-30.9384,-8.94564000002
NGC4487,0.003456,NGC4487,SN2009N,IIP,41399,PGC041399/NGC4487/MCG-01-32-021/LGG293:[G93]001/IRAS12285-0746/IRAS12284-0746/HIPASSJ1231-08/6dFJ1231045-080314/2MASXJ12310446-0803140,G,12.4748613,-7.777799,B122829.5-074640,12.5179065,-8.0538622,J123104.5-080314,294.235279,54.4736794,122.6468568,-7.8930798,0,Sc,B,,,,6.0,0.3,1.539,0.028,0.261,0.03,74.23,,,,,11.762,0.3,,,10.547,0.322,9.317,0.068,,,86.53,1.59,,,,,,,13.79,0.115,12.076,1035.6,3.5,1036.8,5.1,1036.0,2.1,0.092,0.459,58.18,0.03,1.537,11.206,,,22.685,101.84,1.92,13.758,2.552,847.3,920.9,1043.4,1384.3,30.951,1.04,30.25,0.54,30.399,0.479,-19.192,0.565,4.0,12:31:01/12:31:04/12:31:05/12:31:08,-8:03:39/-8:02:42/-8:03:40/-8:02:42,12:31:09,-08:02:56,HK,12:31:04.46,-08:03:013.9,68.049,17.90392
NGC4772,0.003469,NGC4772,SN1988E,II-pec,43798,UGC08021/SDSSJ125329.17+021006.1/SDSSJ125329.17+021006.0/PGC043798/NIBLES1749/NGC4772/MCG+00-33-018/LGG292:[G93]054/HIPEQJ1253+02/HIPASSJ1253+02/EVCC2240/CGCG015-032/AGC008021/2MASXJ12532917+0210060,G,12.8488899,2.4395528,B125056.0+022622,12.8914327,2.1683519,J125329.2+021006,304.1442376,65.0352677,114.2594131,0.2188923,0,SABa,B,R,,,1.2,0.7,1.615,0.022,0.313,0.028,155.14,21.106,0.571,14.0,0.089,11.894,0.072,11.342,0.514,10.713,0.15,8.368,0.031,0.36,0.93,201.36,4.92,,,147.85,3.95,,,14.842,0.16,,1040.6,3.4,1028.7,5.3,1037.2,4.3,0.117,0.29,67.32,0.04,1.613,11.474,0.247,0.828,23.355,218.24,5.41,14.799,3.325,903.4,964.6,1107.9,1366.9,31.107,0.979,32.18,0.25,32.114,0.537,-20.64,0.541,1.0,12:53:27,02:10:45,12:53:29,02:10:23,HK,12:53:29.16,02:10:06.07,-2.36579999996,16.93316
NGC3318,0.009255,NGC3318,SN2000cl/2017ahn,II/II,31533,PGC031533/NGC3318/MCG-07-22-026/LGG199:[G93]008/IRAS10350-4122/HIPASSJ1037-41/ESOLV3170520/ESO317-052/AGC027358/6dFJ1037155-413739/2MASXJ10371552-4137395,G,10.5841431,-41.3675268,B103502.9-412203,10.620976,-41.6275552,J103715.5-413739,277.6690693,14.5692635,156.8701668,-35.9296593,0,Sbc,B,,,,3.6,0.9,1.401,0.023,0.267,0.025,82.29,21.62,0.462,12.306,0.179,12.326,0.179,11.726,0.179,10.999,0.055,8.969,0.064,0.045,0.675,171.92,2.71,,,,,,,14.25,0.123,11.232,2773.7,3.2,2813.5,33.1,2774.0,3.5,0.335,0.414,60.01,0.03,1.422,11.558,-0.124,0.454,22.605,198.5,3.22,14.217,2.659,2464.4,2554.4,2570.3,3075.1,32.873,0.422,32.643,0.284,32.714,0.235,-21.156,0.296,1.0,10:37:18,-41:37:32,10:37:16/10:37:17.45,-41:37:48/-41:37:05.27,HK,10:37:15.51,-41:37:039.2,7.2960000001/--,-8.80128/--
NGC4691,0.003703,NGC4691,SN1997X,Ib,43238,UGCA299/SDSSJ124813.91-031959.9/SDSSJ124813.66-031958.3/SDSSJ124813.65-031958.2/SDSSJ124813.62-031957.7/PGC043238/NIBLES1731/NGC4691/MCG+00-33-013/IRAS12456-0303/HIPASSJ1247-03/EVCC1170/CGCG015-023/2MASXJ12481367-0319585,G,12.7608744,-3.0602363,B124539.1-030337,12.8037965,-3.3328201,J124813.7-031958,301.3518551,59.5290769,119.2019502,-2.5334348,0,S0-a,B,,M,,0.3,0.9,1.482,0.028,0.091,0.021,28.0,20.478,0.383,12.883,0.095,11.515,0.088,10.935,0.088,10.471,0.57,8.563,0.039,-0.275,0.44,27.63,1.52,,,,,,,15.843,0.149,10.291,1124.1,5.6,1126.1,1.9,1125.9,1.3,0.119,0.058,38.68,0.02,1.49,11.321,-0.097,0.525,22.591,44.2,2.51,15.821,4.5,966.3,1033.9,1167.0,1463.1,31.181,0.93,,,31.181,0.93,-19.86,0.934,1.0,12:48:16,-3:20:22,12:48:14,-03:19:59,HK,12:48:13.67,-03:19:58.15,4.98900000009,-0.847639999998
NGC4965,0.007542,NGC4965,SN2000P,II,45437,UGCA326/PGC045437/NGC4965/MCG-05-31-036/LGG331:[G93]002/IRAS13044-2757/HIPASSJ1307-28/ESOLV4430700/ESO443-070/6dFJ1307094-281342/2MASXJ13070938-2813414,G,13.0737536,-27.9610836,B130425.5-275740,13.1192709,-28.228134,J130709.4-281341,307.1342641,34.5153646,144.4569244,-4.7698897,0,SABc,B,,,,6.7,0.9,1.396,0.023,0.084,0.026,141.71,22.582,0.309,,,12.751,0.192,,,,,10.532,0.133,,,77.36,2.23,,,,,,,14.516,0.189,12.474,2264.1,4.9,2228.1,39.2,2263.6,4.6,0.33,0.151,34.98,0.02,1.424,12.262,,,23.304,134.93,4.18,14.495,2.233,2036.1,2119.6,2194.3,2568.0,32.546,0.494,,,32.546,0.494,-20.284,0.53,1.0,13:07:11,-28:14:08,13:07:11,-28:14:03,HK,13:07:09.38,-28:13:41.28,24.3714000001,-21.7176
ESO113-G018,0.026321,ESO113-G018,ASASSN15ja,Ia,4137,PGC004137/ESOLV1130180/ESO113-018/6dFJ0109391-611960/2MFGC00849/2MASXJ01093909-6119597/2DFGRSS902Z749,G,1.1282245,-61.5992999,B010741.6-613557,1.1608581,-61.3332121,J010939.1-612000,299.0610345,-55.657852,236.2371982,-15.4877748,0,S0-a,,,,,-0.2,1.5,1.139,0.035,0.723,0.03,6.97,20.824,0.401,,,15.216,0.206,,,12.896,0.089,10.903,0.092,,,351.88,31.29,,,,,,,,,,8056.0,7.5,7883.8,32.0,8047.0,27.7,0.091,0.154,90.0,0.83,1.118,14.851,,,24.354,351.88,,,,7905.4,7929.2,7772.7,7932.6,35.275,0.14,,,35.275,0.14,-20.425,0.249,1.0,01:09:39.1,-61:20:00,01:09:39.033,-61:19:58.33,HK,01:09:39.09,-61:19:59.56,-0.842400000009,1.23355999998
SN1991bj,0.01815,IC0344,SN1991bj,Ia,13568,PGC013568/MCG-01-10-020/IC0344/AGC430418/2MASXJ03412959-0439568,G,3.650109,-4.8252296,B033900.4-044931,3.6915528,-4.6657778,J034129.6-043957,191.6315305,-43.7045424,304.1642416,-41.2446235,0,SBbc,B,,,,4.0,0.8,0.948,0.05,0.277,0.033,42.49,,,,,14.92,0.5,,,13.517,0.073,12.142,0.183,,,116.0,5.47,,,,,,,16.194,0.266,,5422.7,7.3,5439.9,6.0,5432.9,6.8,0.223,0.444,60.66,0.03,0.958,14.218,,,22.9,133.07,6.34,16.16,1.942,5414.0,5387.9,5272.0,5296.3,34.421,0.206,,,34.421,0.206,-20.203,0.541,1.0,3:41:29.62,-4:39:56.57,03:41:30.47,-04:39:49.5,JL,03:41:29.59,-04:39:056.8,13.1988,7.30008
SN2002cx,0.02396,CGCG044-035,SN2002cx,Iax,45981,SDSSJ131349.24+065745.7/SDSSJ131349.24+065745.6/PGC045981/CGCG044-035/AGC231301/2MASXJ13134923+0657451,G,13.1883539,7.2272102,B131118.1+071338,13.2303467,6.9626618,J131349.2+065746,318.708607,69.1459604,110.9841546,6.3807805,0,Sc,,,,,5.2,3.0,0.85,0.066,0.25,0.028,146.75,,,17.087,0.02,15.675,0.499,,,15.106,0.078,13.415,0.205,,,109.68,8.15,,,,,,,17.132,0.297,,7185.0,6.2,7178.5,3.8,7180.3,3.0,0.14,0.429,57.51,0.03,0.853,15.068,,,23.185,130.03,9.72,17.101,2.033,7081.3,7134.7,7285.6,7488.9,35.131,0.149,36.075,0.032,36.075,0.032,-21.007,0.5,1.0,13:13:49.36,6:57:43.94,13:13:49.72,+06:57:31.9,JL,13:13:49.25,06:57:45.58,7.07820000014,-13.68248
SN2004cs,0.014,UGC11001,SN2004cs,Ia,60957,UGC11001/PGC060957/MCG+02-45-004/IRAS17479+1418/CGCG083-027/2MASXJ17501431+1417051/2MASXJ17501363+1417151,G,17.7992116,14.2994459,B174757.2+141758,17.837206,14.286215,J175013.9+141710,39.2205471,19.8844335,119.5031742,74.2950199,0,Sd,,R,,,8.1,0.8,1.146,0.039,0.344,0.03,133.79,,,,,14.322,0.323,,,,,10.991,0.259,,,141.57,5.28,,,,,,,16.241,0.224,13.392,4217.0,3.8,4214.0,7.0,4216.3,2.5,0.412,0.628,78.73,0.08,1.171,13.272,,,23.094,144.35,5.43,16.156,2.884,4383.9,4363.2,4431.2,4145.5,34.054,0.245,33.78,0.54,34.007,0.223,-20.735,0.393,1.0,17:50:13.91,14:17:12.34,17:50:14.38,+14:16:59.5,JL,17:50:13.94,14:17:10.37,6.57599999997,-10.874
SN2005hk,0.013004,UGC00272,SN2005hk,Iax,1713,UGC00272/SDSSJ002749.73-011159.9/SDSSJ002749.73-011159.8/SDSSJ002749.72-011159.9/PGC001713/NIBLES0063/MCG+00-02-036/KUG0025-014/HIPEQJ0027-01a/HIPASSJ0027-01A/CGCG383-019/6dFJ0027498-011200/2MASXJ00274969-0111594/2DFGRSS819Z417,G,0.4211536,-1.4764966,B002516.2-012835,0.4638152,-1.1999464,J002749.7-011200,109.6294282,-63.4602974,293.4406807,6.2135453,0,SABc,B,,,,6.5,0.8,1.128,0.029,0.435,0.023,126.43,23.842,0.456,16.172,0.207,15.228,0.306,,,14.043,0.315,12.921,0.166,,,101.93,3.1,,,,,,,15.393,0.161,,3897.3,4.8,3898.7,2.8,3898.3,1.8,0.099,0.769,70.66,0.05,1.12,14.342,,,23.753,108.03,3.31,15.343,1.0,4053.0,3988.3,3848.4,3552.1,33.733,0.282,33.723,0.176,33.725,0.15,-19.383,0.341,1.0,0:27:49.95,-1:12:00.24,00:27:50.87,-01:11:52.5,JL,00:27:49.73,-01:11:59.81,17.0292,7.30704
SN2008ae,0.03006,IC0577,SN2008ae,Iax,28662,UGC05334/SDSSJ095603.97+102955.8/SDSSJ095603.96+102955.8/PGC028662/MCG+02-26-001/KPG220A/IC0577/CGCG064-002/ALFALFA5-117/AGC005334/2MASXJ09560399+1029559,G,9.8899213,10.7366791,B095323.7+104412,9.9344367,10.4988569,J095604.0+102956,226.2476328,45.5807902,89.0019194,-38.089493,0,Sc,,,,,4.8,1.8,0.791,0.056,0.037,0.023,,21.015,0.243,16.106,0.344,14.583,0.41,,,13.967,0.126,11.578,0.102,,,131.25,7.91,,,171.32,45.08,,,16.931,0.244,,9037.0,4.6,9002.4,3.2,9013.5,11.6,0.12,0.063,23.74,0.02,0.801,14.351,,,22.209,326.05,21.3,16.909,2.558,8846.6,8896.8,9009.1,9347.2,35.593,0.12,,,35.593,0.12,-21.241,0.428,1.0,9:56:03.57,10:29:58.68,09:56:03.20,+10:29:58.8,JL,09:56:03.97,10:29:55.88,-11.5817999999,2.91516
SN2008ge,0.003916,NGC1527,SN2008ge,Ia,14526,PGC014526/NGC1527/ESOLV2010200/ESO201-020/2MASXJ04082413-4753493,G,4.1154948,-48.0281399,B040655.8-480141,4.1400361,-47.8970278,J040824.1-475349,255.1460497,-46.7096524,244.0520648,-43.0884686,0,E-S0,B,R,,,-2.9,0.5,1.661,0.019,0.409,0.024,77.73,20.348,0.29,12.226,0.108,11.706,0.108,10.756,0.108,9.535,0.075,7.639,0.049,0.525,0.96,,,,,158.52,4.48,0.26,0.0040,,,,,,1175.5,18.1,1175.5,18.1,0.055,0.0,90.0,0.83,1.651,11.633,0.491,0.905,23.687,,,,,985.8,1015.1,874.4,1141.4,30.601,1.242,31.257,0.22,31.257,0.22,-19.624,0.245,1.0,4:08:24.13,-47:53:51.23,04:08:24.68,-47:53:47.4,JL,04:08:24.13,-47:53:049.3,8.25060000004,1.90008
SN2008ha,0.004623,UGC12682,SN2008ha,Ia,71801,[RC2]A2332+17/UGC12682/PGC071801/MCG+03-60-007/IRAS23323+1757/DDO218/CGCG455-020/AGC012682,G,23.5394855,17.950132,B233222.1+175700,23.5815028,18.2266767,J233453.4+181336,98.5666484,-40.9953284,309.8755119,23.4459853,1,I,,,,,9.8,0.5,1.076,0.042,0.136,0.027,40.33,23.225,0.305,13.933,0.125,14.063,0.125,13.523,0.125,13.039,0.109,,,-0.28,0.365,34.5,0.91,,,,,,,14.98,0.091,13.794,1388.6,3.8,1393.1,2.1,1392.1,1.9,0.339,0.253,48.7,0.02,1.102,13.47,-0.216,0.421,22.901,45.92,1.27,14.958,1.488,1643.3,1559.6,1468.9,1031.0,31.697,0.739,,,31.697,0.739,-18.227,0.749,1.0,23:34:53.93,18:13:45.43,23:34:52.69,+18:13:35.4,JL,23:34:53.41,18:13:36.04,-10.8011999997,-0.636120000003
