#Amusing_Name,redshift_amusing,def_name,SN_name,SN_type,pgc,hl_names(pgc),objtype,al1950,de1950,celposb(pgc),al2000,de2000,celposj(pgc),l2,b2,sgl,sgb,f_astrom,type,bar,ring,multiple,compactness,t,e_t,logd25,e_logd25,logr25,e_logr25,pa,brief,e_brief,ut,e_ut,bt,e_bt,vt,e_vt,it,e_it,kt,e_kt,ube,bve,vmaxg,e_vmaxg,vmaxs,e_vmaxs,vdis,e_vdis,mg2,e_mg2,m21,e_m21,mfir,vrad,e_vrad,vopt,e_vopt,v,e_v,ag,ai,incl,a21,logdc,btc,ubtc,bvtc,bri25,vrot,e_vrot,m21c,hic,vlg,vgsr,vvir,v3k,modz,e_modz,mod0,e_mod0,modbest,e_modbest,mabs,e_mabs,Pointings,RA_pointing,DEC_pointing,RA_SN,DEC_SN,Source,RA_DSS,DEC_DSS,offset_RA,offset_DEC
SN2009J,0.0158,IC2160,SN2009iw/SN2009J,Ia/Ia-p,18092,PGC238334/PGC018092/IRAS05576-7655/IC2160/HIPASSJ0555-76/ESOLV0330320/ESO033-032/AGC024723/6dFJ0555286-765513/2MASXJ05552852-7655128,G,5.9618028,-76.9243971,B055742.5-765528,5.9245944,-76.9202361,J055528.5-765513,288.313934,-29.5277996,210.2364138,-28.3118487,0,SBc,B,,,,4.7,0.8,1.255,0.027,0.305,0.029,108.28,21.854,0.239,,,13.853,0.062,13.113,0.062,12.043,0.076,10.297,0.082,,0.765,147.22,2.39,,,,,,,14.953,0.2,13.126,4739.7,7.7,4743.2,17.9,4740.2,5.1,0.382,0.507,62.64,0.04,1.278,12.938,,0.565,23.298,165.76,2.75,14.917,1.979,4486.6,4547.6,4438.8,4799.4,34.054,0.244,,,34.054,0.244,-21.116,0.252,1.0,5:55:27.93,-76:55:12.41,05:55:25.6305:55:21.13,-76:55:15.9/-76:55:20.8,JL,05:55:28.54,-76:55:12.85,-43.6401,-3.05004000004
SN2010ae,0.003662,ESO162-G017,SN2010ae,Iax,20531,PGC020531/IRAS07149-5715/HIPASSJ0715-57/ESO162-017/AGC025597/6dFJ0715545-572037/2MASXJ07155452-5720363,G,7.2498065,-57.2534931,B071459.3-571513,7.2651494,-57.3435069,J071554.5-572037,268.255345,-19.4339894,202.2254086,-48.179751,0,Sb,,,,,3.4,1.1,1.386,0.047,0.498,0.064,63.0,,,,,13.361,0.139,,,11.683,0.088,10.041,0.117,-0.11,0.62,71.56,1.11,,,,,,,14.105,0.192,12.199,1096.6,4.5,1103.3,17.9,1097.0,3.3,0.611,0.724,77.95,0.08,1.424,12.018,,,23.207,73.17,1.16,14.026,2.008,808.1,875.7,793.6,1236.7,30.403,1.367,30.37,0.4,30.373,0.384,-18.355,0.408,1.0,7:15:54.20,-57:20:34.59,07:15:54.65,-57:20:36.9,JL,07:15:54.54,-57:20:36.62,1.68239999995,-0.275160000001
SN2010el,0.005,NGC1566,SN2010el/ASASSN-14ha,Iax/II,14897,PGC014897/NGC1566/LGG114:[G93]003/IRAS04189-5503/IRAS04188-5503/HIPASSJ0419-54/ESOLV1570200/ESO157-020/DORADO_GROUP:[FS90]053/AGC023373/2MASXJ04200041-5456161,G,4.3147341,-55.0561307,B041853.0-550322,4.3334428,-54.9378097,J042000.4-545616,264.310176,-43.3932397,234.7922438,-40.7595258,0,SABb,B,,,,4.0,0.2,1.859,0.021,0.16,0.039,45.09,21.425,0.233,10.248,0.112,10.288,0.112,11.617,1.743,8.756,0.052,6.917,0.095,0.08,0.715,91.55,1.25,90.0,10.0,102.15,7.62,,,12.56,0.139,10.064,1502.6,3.2,1488.1,13.3,1501.8,3.2,0.039,0.26,47.89,0.02,1.856,9.979,-0.075,0.576,23.032,123.4,1.86,12.539,2.559,1290.5,1328.6,1192.4,1491.1,31.252,0.91,28.941,0.271,29.129,1.156,-19.15,1.161,1.0,4:19:59.11,-54:56:32.12,04:19:58.83/04:20:01.416,-54:56:38.5/-54:56:17.16,JL,04:20:00.39,-54:56:16.11,-23.4612000001/--,-22.38508/--
SN2011ce,0.0086,NGC6708,SN2011ce/SN2004do,Iax/Ia,62569,PGC062569/NGC6708/LGG425:[G93]002/IRAS18515-5347/ESOLV1830270/ESO183-027/6dFJ1855356-534324/2MASXJ18553565-5343242,G,18.8592169,-53.7880063,B185133.2-534717,18.9265689,-53.723509,J185535.6-534325,342.6309948,-22.1571756,206.5415116,20.5674355,0,Sb,,,,,2.6,1.5,1.064,0.061,0.131,0.043,163.3,20.681,0.409,,,13.408,0.207,,,11.78,0.074,10.061,0.034,-0.13,0.53,164.3,14.61,,,,,,,,,11.588,2692.0,6.5,2581.2,9.7,2657.6,36.5,0.305,0.185,44.31,0.02,1.087,12.898,,,22.257,235.19,21.41,,,2564.3,2598.7,2519.5,2598.1,32.839,0.432,,,32.839,0.432,-19.941,0.479,1.0,18:55:35.72,-53:43:25.93,18:55:35.84/18:55:33.72,-53:43:29.1/-53:43:22.8,JL,18:55:35.65,-53:43:24.63,2.8794000001/-28.9206,-4.4676/1.8324
SN2012Z,0.007125,NGC1309,SN2012Z/SN2002fk,Iax/Ia,12626,PGC012626/NGC1309/MCG-03-09-028/LGG092:[G93]002/IRAS03197-1534/HIPASSJ0322-15B/6dFJ0322066-152400/2MASXJ03220655-1524002,G,3.3297341,-15.5781563,B031947.0-153441,3.3684875,-15.4000556,J032206.6-152400,202.2019632,-53.1568305,289.1177754,-38.8658018,0,Sbc,,,,,3.9,0.6,1.378,0.033,0.028,0.034,,20.993,0.305,11.789,0.108,11.959,0.108,11.519,0.108,10.606,0.252,9.119,0.04,-0.09,0.53,58.65,1.23,,,81.04,26.41,,,14.104,0.096,11.122,2136.0,2.6,2139.5,10.1,2136.2,2.0,0.173,0.045,20.84,0.02,1.393,11.727,-0.213,0.38,22.536,164.86,5.1,14.083,2.355,2091.7,2073.0,1935.0,1985.2,32.254,0.561,32.678,0.033,32.678,0.033,-20.951,0.113,1.0,3:22:06.41,-15:23:40.89,03:22:05.35/03:22:05.71,-15:23:15.61/-15:24:03.20,JL,03:22:06.56,-15:24:000.2,-18.075/-12.675,44.59016/-2.99984
SN2013gr,0.007385,ESO114-G007,SN2013gr,Iax,6513,PGC006513/LOG059/HIPASSJ0146-58/ESOLV1140070/ESO114-007/6dFJ0146300-584025,G,1.7459155,-58.9230229,B014445.3-585523,1.7749944,-58.6735833,J014630.0-584025,289.7928361,-57.0278861,239.1022257,-20.045582,0,SBm,B,,,,9.0,0.4,1.156,0.056,0.071,0.044,40.2,23.502,0.322,,,14.23,0.2,,,12.945,0.127,,,,,32.16,1.18,,,,,,,14.373,0.192,,2212.0,5.3,2206.5,12.5,2211.2,3.8,0.102,0.131,35.53,0.02,1.162,13.994,,,23.602,55.33,2.29,14.352,0.358,2065.4,2088.1,1929.6,2100.1,32.254,0.562,,,32.254,0.562,-18.26,0.597,1.0,1:46:29.41,-58:40:34.80,01:46:27.90,-58:40:23.8,JL,01:46:29.98,-58:40:024.9,-31.1976,1.09987999999
SN2014dt,0.0052,NGC4303,SN2014dt/SN1999gn,Ia-pec/II,40001,VCC0508/UGC07420/SDSSJ122154.92+042825.6/PGC040001/NGC4303/MRC1219+047/MESSIER061/MCG+01-32-022/LGG287:[G93]002/IRAS12194+0444/IRAS12193+0444/HIPASSJ1221+04/EVCC0429/CGCG042-045/AGC007420/2MASXJ12215494+0428249,G,12.3226517,4.7510388,B121921.5+044504,12.3652276,4.4737765,J122154.8+042826,284.3698563,66.275705,109.8623176,-6.7200618,0,Sbc,B,R,,,4.0,0.1,1.838,0.019,0.021,0.036,,21.417,0.451,10.68,0.39,10.159,0.06,10.254,1.209,9.12,0.1,6.873,0.093,-0.03,0.635,66.33,1.26,,,95.56,8.25,0.142,0.0070,12.818,0.09,9.527,1566.5,2.4,1577.3,11.5,1566.9,2.3,0.097,0.034,18.06,0.02,1.847,10.018,-0.136,0.493,23.052,214.0,7.16,12.796,2.778,1422.4,1483.8,1628.6,1912.6,31.916,0.666,30.451,0.102,30.451,0.102,-20.433,0.118,1.0,12:21:57.01,4:28:08.03,12:21:57.57/12:21:57.02,+04:28:18.52/+04:27:45.61,JL,12:21:54.82,04:28:025.6,41.2595999999/33.0095999998,-7.0754/-39.9854
SN2015H,0.012,NGC3464,SN2015H/SN2002J/SN2002hy,Ia/Ic/Ib,32778,UGCA222/PGC833131/PGC032778/NGC3464/MCG-03-28-021/LGG220:[G93]003/IRAS10522-2047/IRAS10521-2047/HIPASSJ1054-21/ESOLV5690220/ESO569-022/AGC027596/2MASXJ10544007-2103596,G,10.8704748,-20.7999414,B105213.7-204800,10.9111501,-21.066714,J105440.1-210400,269.5744033,34.1329331,131.6499955,-33.2062675,0,Sc,B,R,,,4.9,0.5,1.375,0.021,0.186,0.021,110.63,22.292,0.313,13.019,0.076,13.069,0.076,12.629,0.076,11.435,0.034,9.492,0.075,-0.06,0.47,163.43,2.92,,,,,,,14.524,0.169,12.258,3735.0,4.0,3851.2,54.1,3735.6,6.7,0.237,0.315,50.77,0.03,1.39,12.495,-0.132,0.325,23.333,210.99,3.91,14.498,2.002,3462.8,3547.5,3620.8,4093.5,33.614,0.3,,,33.614,0.3,-21.119,0.309,1.0,10:54:40.24,-21:04:02.49,10:54:42.16/10:54:38.36/10:54:39.18,-21:04:13.7/-21:03:53.6/-21:03:41.2,JL,10:54:40.14,-21:04:00.17,30.2945999999/-26.7054000001/-14.4054000001,-13.5296/6.5704/18.9704
NGC5468,0.00948,NGC5468,SN2005P,Ia-02cx,50323,2MASXJ14063487-0527113/HIPASSJ1406-05/IRAS14039-0512/LGG374:[G93]003/MCG-01-36-007/NGC5468/PGC050323/UGCA384,G,14.0660812,-5.2151533,B140357.9-051255,14.1096953,-5.4529933,J140634.9-052711,334.8675067,52.6960995,126.8744808,15.585148,1,SABc,B,,,,6.0,0.3,1.357,0.026,0.029,0.025,,21.942,0.305,12.825,0.2,12.945,0.199,12.455,0.199,11.1,0.077,10.348,0.211,,,54.46,1.23,,,,,,,13.944,0.161,11.457,2842.7,3.2,2838.7,10.6,2842.4,2.3,0.107,0.051,20.96,0.02,1.366,12.775,-0.155,0.441,23.414,152.22,4.53,13.923,1.148,2734.8,2793.2,2917.3,3110.8,33.129,0.372,33.403,0.025,33.403,0.025,-20.628,0.201,1.0,14:06:33.64,-05:27:44.69,14:06:34.01,-05:27:42.6,JL,14:06:034.9,-05:27:10.78,-13.396200000045155,-31.82412000000099
PTF14ans,0.03197,CGCG048-099,PTF14ans,Ia-02cx,53804,2MASXJ15042974+0219591/AGC250030/CGCG048-099/HIPEQJ1504+02/NGC5846:[ZM98]0010/PGC053804/SDSSJ150429.71+021959.4/SDSSJ150429.73+021958.9/UZC150200+02320,G,15.0327736,2.5270925,B150158.0+023138,15.0749237,2.3330363,J150429.7+021959,0.7617935,49.6503832,123.5859276,31.7341096,0,Sbc,,,,,4.0,2.0,0.831,0.07,0.148,0.028,34.33,24.24,0.31,16.268,0.054,15.229,0.32,,,14.46,0.267,12.57,0.165,,,97.54,7.24,,,,,,,15.582,0.297,,9576.0,6.4,9584.0,3.9,9581.9,2.6,0.227,0.241,46.26,0.02,0.846,14.699,,,22.853,135.0,10.18,15.561,0.861,9557.1,9595.0,9719.8,9773.3,35.76,0.112,,,35.76,0.112,-21.061,0.339,1.0,15:04:29.45,+02:19:57.86,15:04:29.97,+02:19:51.25,JL,15:04:29.73,02:19:58.93,3.6701999999422696,-7.680680000001061
NGC2906,0.007138,NGC2906,SN2005ip,Iin,27074,UGC05081/SDSSJ093206.21+082630.3/PGC027074/NGC2906/MCG+02-25-001/IRAS09294+0839/CGCG063-001/AGC005081/2MASXJ09320624+0826308,G,9.4906643,8.6632361,B092926.4+083948,9.5350625,8.4418092,J093206.2+082631,224.9031746,39.4031779,87.340182,-44.219896,0,Sc,,,M,,5.7,0.8,1.132,0.076,0.226,0.047,70.71,21.779,0.389,15.355,0.0070,13.173,0.359,,,11.785,0.114,9.131,0.035,,,156.64,3.09,,,,,,,15.652,0.19,12.376,2141.2,3.4,2321.4,1.6,2287.4,49.9,0.205,0.397,54.96,0.03,1.142,12.562,,,22.132,191.3,3.97,15.623,3.061,2110.7,2160.3,2258.5,2610.6,32.585,0.483,33.152,0.346,32.96,0.281,-20.398,0.456,1.0,09:32:06,08:26:31,09:32:06,08:26:44,SV,09:32:06.23,08:26:30.51,-3.37499999997,13.48688
IRAS05177-3242,0.012445,ESO362-G018,SN2010jr,IIb,17103,PGC017103/MCG-05-13-017/IRAS05177-3242/ESOLV3620180/ESO362-018/6dFJ0519358-323928/2MASXJ05193580-3239280,G,5.2956196,-32.7077624,B051744.2-324228,5.3266093,-32.6577983,J051935.8-323928,236.0223151,-32.5713755,254.0424886,-62.5396003,0,S0-a,B,,M,,0.1,0.7,1.139,0.058,0.322,0.052,144.74,19.884,0.343,,,13.87,0.223,13.37,0.1,11.885,0.072,10.065,0.095,,,102.49,4.98,,,,,,,16.102,0.245,12.832,3732.5,6.3,3689.2,5.3,3707.1,15.4,0.074,0.14,70.93,0.05,1.133,13.6,,,23.101,108.44,5.33,16.051,2.451,3506.7,3536.9,3430.1,3741.9,33.49,0.316,,,33.49,0.316,-19.89,0.387,1.0,05:19:36,-32:39:23,05:19:35,-32:39:15,SV,05:19:35.79,-32:39:28.07,-11.9022,13.07388
NGC6754,0.010864,NGC6754,SN2000do/SN2005cu/SN1998dq/SN1998X,Ia/II/Ia/II,62871,PGC062871/NGC6754/IRAS19075-5043/ESOLV2310250/ESO231-025/2MASXJ19112575-5038319,G,19.1261357,-50.7253455,B190734.1-504331,19.1904861,-50.6421944,J191125.7-503832,346.5515175,-23.686655,209.2874879,23.5510245,0,Sb,B,,,,3.1,0.6,1.306,0.034,0.271,0.033,76.95,21.93,0.365,,,12.894,0.066,12.104,0.066,11.1,0.044,8.923,0.094,,0.81,200.0,3.25,,,,,,,14.873,0.201,11.6,3236.0,6.5,3325.0,24.0,3242.1,16.5,0.303,0.399,60.77,0.03,1.324,12.168,,0.65,22.712,229.18,3.84,14.839,2.671,3169.2,3197.9,3116.1,3160.1,33.275,0.348,32.9,0.09,32.923,0.187,-20.756,0.199,2.0,19:11:23/19:11:29,-50:38:32/-50:38:32,19:11:26/19:11:25/19:11:24/19:11:23,-50:38:25/-50:38:29/-50:38:26/-50:38:34,SV,19:11:25.75,-50:38:031.9,3.75059999994/-11.2494000002/-26.2494/-41.2494,6.89984000001/2.89984/5.89984/-2.10016000001
NGC7742,0.005547,NGC7742,SN1993R/SN2014cy,Ia/IIP,72260,UGC12760/PGC072260/NGC7742/MCG+02-60-010/KUG2341+104/IRAS23417+1029/HIPASSJ2344+10/CGCG432-023/AGC012760/2MASXJ23441571+1046015,G,23.6952425,10.4894529,B234142.9+102922,23.7376972,10.7670833,J234415.7+104601,97.4326963,-48.7503514,302.4896522,19.7506348,0,Sb,,R,,,2.8,0.7,1.232,0.039,0.018,0.042,,20.191,0.306,12.306,0.047,12.286,0.047,11.576,0.047,10.649,0.109,8.657,0.036,0.065,0.775,32.43,0.77,,,80.86,7.28,,,15.08,0.092,11.867,1653.0,4.6,1614.2,43.0,1652.6,4.3,0.239,0.026,16.8,0.02,1.254,12.009,-0.032,0.64,22.155,112.22,4.93,15.058,3.05,1876.4,1798.2,1688.4,1287.0,31.968,0.643,,,31.968,0.643,-19.959,0.644,1.0,23:44:16,10:46:02,23:44:16/23:44:16,10:46:09/10:46:13,SV,23:44:15.71,10:46:001.5,4.35120000027/4.35120000027,7.50012/11.50012
IC1158,0.006428,IC1158,SN2000cb,II-87A,56723,UGC10133/PGC056723/MCG+00-41-002/IRAS15590+0150/IC1158/HIPEQJ1601+01a/HIPASSJ1601+01/CGCG023-008/AGC010133/2MASXJ16013407+0142281,G,15.9839109,1.8466981,B155902.1+015048,16.0261278,1.7078226,J160134.1+014228,12.0557813,37.8951963,130.2104771,45.0424608,1,SABc,B,R,,,5.1,0.8,1.276,0.038,0.302,0.024,134.29,,,,,13.839,0.12,13.089,0.12,11.934,0.127,10.351,0.209,,0.71,107.07,2.43,,,,,,,15.186,0.124,13.687,1926.3,2.8,1927.0,5.2,1926.5,1.7,0.493,0.515,62.17,0.04,1.31,12.82,,0.569,23.381,121.07,2.78,15.15,2.33,1952.1,1976.0,2078.7,2035.6,32.426,0.522,32.125,0.283,32.193,0.249,-19.373,0.276,2.0,16:01:33/16:01:31,1:42:40/1:43:16,16:01:32,01:42:23,SV,16:01:34.06,01:42:28.16,-30.9012000001,-5.16136
NGC7469,0.016317,NGC7469,SN2000ft/SN2008ec,II/Ia,70348,UGC12332/PGC070348/NGC7469/MCG+01-58-025/KPG575A/IRAS23007+0836/CGCG405-026/ARP298:/AGC012332/2MASXJ23031567+0852252,G,23.0123357,8.6043856,B230044.4+083616,23.0543354,8.8739189,J230315.6+085226,83.0983607,-45.466675,297.9703356,29.1698563,0,Sa,B,,,,1.1,0.3,1.139,0.032,0.056,0.032,126.0,18.465,0.308,12.497,0.084,12.897,0.084,12.594,0.378,,,8.869,0.075,-0.66,0.49,165.72,6.85,,,130.09,6.28,,,16.444,0.236,9.695,4919.0,4.5,4857.6,11.6,4911.1,14.8,0.298,0.056,30.24,0.02,1.165,12.482,-0.448,0.494,22.266,329.02,15.02,16.422,3.94,5144.6,5068.4,4965.0,4541.5,34.299,0.219,34.252,0.045,34.252,0.045,-21.77,0.095,1.0,23:03:16,08:52:26,23:03:16/23:03:17,8:52:26/8:52:20,SV,23:03:15.61,08:52:26.11,5.88840000007/20.8884000003,-0.108039999999/-6.10803999999
NGC1365,0.005457,NGC1365,SN2012fr,Ia,13179,VV825/PGC013179/NGC1365/MRC0331-363/MCG-06-08-026/LGG094:[G93]007/IRAS03317-3618/HIPASSJ0333-36/FCC121/ESOLV3580170/ESO358-017/AGC022699/6dFJ0333364-360826/2MASXJ03333645-3608263,G,3.5282866,-36.3074715,B033141.8-361827,3.5601111,-36.1405075,J033336.4-360826,237.9563556,-54.5979272,261.8963168,-40.9740767,0,Sb,B,,,,3.2,0.6,2.08,0.019,0.292,0.036,19.96,22.064,0.325,10.519,0.167,10.359,0.167,12.085,1.448,8.38,0.05,6.415,0.122,0.14,0.785,176.11,2.59,,,143.0,18.94,,,12.442,0.081,8.239,1636.9,2.7,1657.0,9.8,1638.3,4.1,0.089,0.43,62.7,0.04,2.077,9.828,0.094,0.605,24.013,198.19,3.02,12.406,2.577,1506.8,1515.9,1366.1,1541.6,31.517,0.794,31.189,0.024,31.189,0.024,-21.36,0.169,1.0,03:33:36,-36:08:26,03:33:36,-36:07:38,arx,03:33:036.4,-36:08:25.83,-5.99940000002,47.827
NGC6240,0.024480,NGC6240,PS1-14xw,Ia,59186,VV617/UGC10592/PGC059186/NGC6240/MRC1650+024/MCG+00-43-004/IRAS16504+0229/IRAS16504+0228/IC4625/CGCG025-011/4C+02.44/2MASXJ16525886+0224035,G,16.8410565,2.4826824,B165027.8+022858,16.8830167,2.4009722,J165258.9+022403,20.7289438,27.291123,137.2557877,57.1385458,0,S0-a,,,M,,0.0,2.6,1.342,0.054,0.328,0.063,12.21,,,14.137,0.186,13.817,0.186,13.273,0.201,,,9.137,0.043,0.45,0.85,293.56,25.37,,,334.84,13.02,,,16.143,0.359,9.896,7242.0,45.3,7294.3,7.6,7292.9,8.0,0.33,0.122,72.01,0.05,1.36,13.256,0.242,0.683,24.08,308.66,26.9,16.089,2.834,7368.1,7376.5,7456.3,7320.7,35.18,0.146,,,35.18,0.146,-21.924,0.236,1.0,16:52:59.0,02:24:02.0,16:52:58.12,+02:23:50.4,arx,16:52:58.86,02:24:003.5,-11.1018,-13.09992
SN2010gx,0.2297,SDSSJ112546.72-084942.0,SN2010gx,Ic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,11:25:46.63,-8:49:40.40,11:25:46.71,-08:49:41.4,arx,11:25:46.71,-08:49:41.4,--,--
SN2011kf,0.245,SN2011kf,SN2011kf,Ic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,14:36:57.55,16:30:57.87,14:36:57.53,+16:30:56.6,arx,14:36:57.53,+16:30:56.6,--,--
SN2012il,0.175,SN2012il,SN2012il,Ic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,9:46:12.82,19:50:29.91,09:46:12.85,+19:50:28.2,arx,09:46:12.85,+19:50:28.2,--,--
ANTENNAE,0.005688,ARP244,SN2004gt/SN2013dk,Ibc/Ic,3167483,VV245/ARP244/ANTENNAE/2MASXJ12015317-1852379,M2,11.9887265,-18.5976207,B115919.4-183551,12.0314531,-18.8760477,J120153.2-185234,286.9628053,42.4540509,131.7877325,-17.2695197,1,,,,,,,,,,,,,,,,,,,,,,,7.38,0.1,,,,,,,,,,,,,,,,1705.0,7.0,1705.0,7.0,0.201,,,,,,,,,,,,,1464.4,1547.9,1642.2,2058.6,31.916,0.661,,,31.916,0.661,,,1.0,12:01:50.60,-18:52:10.61,12:01:50.3712:01:52.72,-18:52:12.7/-18:52:18.3,arx,12:01:53.23,-18:52:33.77,-42.8994,21.07172
CANDELSCDFS16,0.668544,CANDELSJ033232.51-275059.3,SN2012fq,Ia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3:32:32.62,-27:51:01.77,03:32:32.90,-27:51:21.1,arx,03:32:32.90,-27:51:21.1,--,--
ESO602G025,0.025041,ESO602-025,SN2010gg,II,69057,PGC069057/MCG-03-57-017/IRAS22287-1917/ESOLV6020250/ESO602-025/AGC620088/6dFJ2231255-190204/2MASXJ22312547-1902042,G,22.4785601,-19.2917514,B222842.8-191730,22.5237416,-19.034472,J223125.5-190204,39.5404588,-56.9146449,265.2359665,26.441239,0,SBbc,B,,,,4.1,0.8,1.162,0.037,0.377,0.039,172.87,21.835,0.355,,,14.264,0.201,14.3,0.1,12.447,0.095,10.187,0.063,,0.89,186.76,3.19,,,,,,,15.63,0.266,11.229,7575.0,10.9,7549.6,10.8,7562.1,10.5,0.202,0.597,68.75,0.05,1.166,13.415,,,23.14,200.38,3.48,15.584,2.168,7683.1,7640.7,7503.6,7234.6,35.192,0.145,,,35.192,0.145,-21.777,0.247,1.0,22:31:25.42,-19:02:10.07,22:31:25.47,-19:01:54.8,arx,22:31:25.47,-19:02:004.1,0.00359999999091,9.29920000001
GRB031203,0.105452,GRB031203,SN2003lw,Ic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,8:02:31.28,-39:50:46.39,08:02:30.16,-39:51:03.7,arx,08:02:30.16,-39:51:03.7,--,--
GRB100316D,0.059100,GRB100316D,SN2010bh,Ic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,7:10:30.44,-56:15:19.61,07:10:31.80,-56:15:20.2,arx,07:10:31.80,-56:15:20.2,--,--
GRB120422A,0.280000,SDSSJ090738.54+140108.4,SN2012bz,Ibc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,9:07:38.30,14:01:08.61,09:07:38.38,+14:01:07.5,arx,09:07:38.38,+14:01:07.5,--,--
HUDF09-2-03,0.147364,HUDF09-2-03,SN1999gu,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3:33:01.25,-27:51:38.90,03:33:00.15,-27:51:40.1,arx,03:33:00.15,-27:51:40.1,--,--
IC5179,0.011415,IC5179,SN1999ee/SN1999ex/SN2018kcw,Ia/Ic/II,68455,PGC132542/PGC068455/MCG-06-48-031/IRAS22132-3705/IC5184/IC5183/IC5179/ESOLV4050050/ESO405-005/DUKST405-001/AGC035221/6dFJ2216091-365037/2MASXJ22160908-3650375,G,22.2202938,-37.0932106,B221313.1-370536,22.269206,-36.8436333,J221609.1-365037,6.5023809,-55.9273302,247.1502256,19.2633979,0,Sbc,,,,,4.0,0.2,1.006,0.044,0.294,0.021,61.31,21.257,0.394,12.613,0.134,12.613,0.134,12.033,0.134,10.735,0.036,8.638,0.029,0.055,0.665,192.11,3.13,,,,,,,15.15,0.092,9.894,3416.1,3.8,3400.1,7.8,3413.1,5.0,0.087,0.47,62.23,0.04,1.002,12.035,-0.07,0.482,20.855,217.13,3.61,15.114,3.079,3442.1,3427.0,3282.7,3154.3,33.385,0.331,33.349,0.015,33.349,0.015,-21.314,0.135,1.0,22:16:09.21,-36:50:38.02,22:16:10.00/22:16:07.27,-36:50:39.7/-36:50:53.7,arx,22:16:09.14,-36:50:37.08,12.8759999998/-28.0740000001,-2.62012/-16.62012
IC1481,0.020407,IC1481,SN2000ey,Ia,71070,UGC12505/PGC071070/IRAS23168+0537/IC1481/CGCG406-064/AGC012505/2MASXJ23192510+0554223,G,23.2812658,5.6324186,B231652.6+053757,23.3236389,5.9061944,J231925.1+055422,85.5659526,-50.1691737,295.8170842,24.569226,0,Sd,,,,,8.0,2.0,0.863,0.121,0.048,0.057,45.0,,,,,14.473,0.318,14.4,0.1,,,10.658,0.063,,,84.86,5.03,,,,,,,16.948,0.42,12.943,6068.0,8.5,6118.0,50.4,6069.4,8.4,0.332,0.088,29.28,0.02,0.892,14.038,,,22.429,173.52,11.9,16.927,2.888,6286.5,6212.6,6098.5,5699.6,34.738,0.178,,,34.738,0.178,-20.7,0.364,1.0,23:19:25.18,5:54:23.03,23:19:25.20,+05:54:21.1,arx,23:19:025.1,05:54:022.3,1.4994000001,-1.19984
IC986,0.025001,IC0986,SN2016eaw,Ia,50662,SDSSJ141126.23+011711.5/SDSSJ141126.23+011711.4/SDSSJ141126.22+011711.3/PGC050662/NPM1G+01.0407/MCG+00-36-025/IC0986/GAMAJ141126.23+011711.4/GAMA227266/CGCG018-073/2MASXJ14112625+0117117,G,14.1481489,1.5212031,B140853.3+013116,14.1906178,1.2865149,J141126.2+011711,342.8697397,57.8161586,120.5060505,18.7280815,0,E-S0,,,,,-3.5,2.1,0.909,0.062,0.03,0.027,,21.29,0.26,16.175,0.032,14.666,0.307,,,12.893,0.228,12.411,0.069,,,,,,,,,,,,,,,,7475.6,3.6,7475.6,3.6,0.166,0.0,25.71,0.02,0.931,14.388,,,22.967,,,,,7399.2,7449.7,7585.6,7734.5,35.216,0.143,,,35.216,0.143,-20.828,0.339,1.0,14:11:26.28,1:17:11.97,00:34:33.40,+54:28:41.9,arx,14:11:26.22,01:17:11.45,-735192.3612,191490.44636
